latitude,longitude
51.5028,-.0173
51.5028,-.0028
51.5028,.0117
51.5028,.0262
51.5028,.0407
51.5028,.0552
51.5028,.0697
51.5028,.0842
51.5028,.0987
51.5028,.1132
51.5028,.1277
51.5028,.1422
51.5028,.1567
51.5028,.1712
51.5028,.1857
51.5028,.2002
51.5028,.2147
51.5028,.2292
51.5028,.2437
51.5028,.2582
51.5028,.2727
51.5028,.2872
51.5028,.3017
51.5028,.3162
51.5028,.3307
51.5118,-0.5103
51.5118,-.4958
51.5118,-.4813
51.5118,-.4668
51.5118,-.4523
51.5118,-.4378
51.5118,-.4233
51.5118,-.4088
51.5118,-.3943
51.5118,-.3798
51.5118,-.3653
51.5118,-.3508
51.5118,-.3363
51.5118,-.3218
51.5118,-.3073
51.5118,-.2928
51.5118,-.2783
51.5118,-.2638
51.5118,-.2493
51.5118,-.2348
51.5118,-.2203
51.5118,-.2058
51.5118,-.1913
51.5118,-.1768
51.5118,-.1623
51.5118,-.1478
51.5118,-.1333
51.5118,-.1188
51.5118,-.1043
51.5118,-.0898
51.5118,-.0753
51.5118,-.0608
51.5118,-.0463
51.5118,-.0318
51.5118,-.0173
51.5118,-.0028
51.5118,.0117
51.5118,.0262
51.5118,.0407
51.5118,.0552
51.5118,.0697
51.5118,.0842
51.5118,.0987
51.5118,.1132
51.5118,.1277
51.5118,.1422
51.5118,.1567
51.5118,.1712
51.5118,.1857
51.5118,.2002
51.5118,.2147
51.5118,.2292
51.5118,.2437
51.5118,.2582
51.5118,.2727
51.5118,.2872
51.5118,.3017
51.5118,.3162
51.5118,.3307
51.5208,-0.5103
51.5208,-.4958
51.5208,-.4813
51.5208,-.4668
51.5208,-.4523
51.5208,-.4378
51.5208,-.4233
51.5208,-.4088
51.5208,-.3943
51.5208,-.3798
51.5208,-.3653
51.5208,-.3508
51.5208,-.3363
51.5208,-.3218
51.5208,-.3073
51.5208,-.2928
51.5208,-.2783
51.5208,-.2638
51.5208,-.2493
51.5208,-.2348
51.5208,-.2203
51.5208,-.2058
51.5208,-.1913
51.5208,-.1768
51.5208,-.1623
51.5208,-.1478
51.5208,-.1333
51.5208,-.1188
51.5208,-.1043
51.5208,-.0898
51.5208,-.0753
51.5208,-.0608
51.5208,-.0463
51.5208,-.0318
51.5208,-.0173
51.5208,-.0028
51.5208,.0117
51.5208,.0262
51.5208,.0407
51.5208,.0552
51.5208,.0697
51.5208,.0842
51.5208,.0987
51.5208,.1132
51.5208,.1277
51.5208,.1422
51.5208,.1567
51.5208,.1712
51.5208,.1857
51.5208,.2002
51.5208,.2147
51.5208,.2292
51.5208,.2437
51.5208,.2582
51.5208,.2727
51.5208,.2872
51.5208,.3017
51.5208,.3162
51.5208,.3307
51.5298,-0.5103
51.5298,-.4958
51.5298,-.4813
51.5298,-.4668
51.5298,-.4523
51.5298,-.4378
51.5298,-.4233
51.5298,-.4088
51.5298,-.3943
51.5298,-.3798
51.5298,-.3653
51.5298,-.3508
51.5298,-.3363
51.5298,-.3218
51.5298,-.3073
51.5298,-.2928
51.5298,-.2783
51.5298,-.2638
51.5298,-.2493
51.5298,-.2348
51.5298,-.2203
51.5298,-.2058
51.5298,-.1913
51.5298,-.1768
51.5298,-.1623
51.5298,-.1478
51.5298,-.1333
51.5298,-.1188
51.5298,-.1043
51.5298,-.0898
51.5298,-.0753
51.5298,-.0608
51.5298,-.0463
51.5298,-.0318
51.5298,-.0173
51.5298,-.0028
51.5298,.0117
51.5298,.0262
51.5298,.0407
51.5298,.0552
51.5298,.0697
51.5298,.0842
51.5298,.0987
51.5298,.1132
51.5298,.1277
51.5298,.1422
51.5298,.1567
51.5298,.1712
51.5298,.1857
51.5298,.2002
51.5298,.2147
51.5298,.2292
51.5298,.2437
51.5298,.2582
51.5298,.2727
51.5298,.2872
51.5298,.3017
51.5298,.3162
51.5298,.3307
51.5388,-0.5103
51.5388,-.4958
51.5388,-.4813
51.5388,-.4668
51.5388,-.4523
51.5388,-.4378
51.5388,-.4233
51.5388,-.4088
51.5388,-.3943
51.5388,-.3798
51.5388,-.3653
51.5388,-.3508
51.5388,-.3363
51.5388,-.3218
51.5388,-.3073
51.5388,-.2928
51.5388,-.2783
51.5388,-.2638
51.5388,-.2493
51.5388,-.2348
51.5388,-.2203
51.5388,-.2058
51.5388,-.1913
51.5388,-.1768
51.5388,-.1623
51.5388,-.1478
51.5388,-.1333
51.5388,-.1188
51.5388,-.1043
51.5388,-.0898
51.5388,-.0753
51.5388,-.0608
51.5388,-.0463
51.5388,-.0318
51.5388,-.0173
51.5388,-.0028
51.5388,.0117
51.5388,.0262
51.5388,.0407
51.5388,.0552
51.5388,.0697
51.5388,.0842
51.5388,.0987
51.5388,.1132
51.5388,.1277
51.5388,.1422
51.5388,.1567
51.5388,.1712
51.5388,.1857
51.5388,.2002
51.5388,.2147
51.5388,.2292
51.5388,.2437
51.5388,.2582
51.5388,.2727
51.5388,.2872
51.5388,.3017
51.5388,.3162
51.5388,.3307
51.5478,-0.5103
51.5478,-.4958
51.5478,-.4813
51.5478,-.4668
51.5478,-.4523
51.5478,-.4378
51.5478,-.4233
51.5478,-.4088
51.5478,-.3943
51.5478,-.3798
51.5478,-.3653
51.5478,-.3508
51.5478,-.3363
51.5478,-.3218
51.5478,-.3073
51.5478,-.2928
51.5478,-.2783
51.5478,-.2638
51.5478,-.2493
51.5478,-.2348
51.5478,-.2203
51.5478,-.2058
51.5478,-.1913
51.5478,-.1768
51.5478,-.1623
51.5478,-.1478
51.5478,-.1333
51.5478,-.1188
51.5478,-.1043
51.5478,-.0898
51.5478,-.0753
51.5478,-.0608
51.5478,-.0463
51.5478,-.0318
51.5478,-.0173
51.5478,-.0028
51.5478,.0117
51.5478,.0262
51.5478,.0407
51.5478,.0552
51.5478,.0697
51.5478,.0842
51.5478,.0987
51.5478,.1132
51.5478,.1277
51.5478,.1422
51.5478,.1567
51.5478,.1712
51.5478,.1857
51.5478,.2002
51.5478,.2147
51.5478,.2292
51.5478,.2437
51.5478,.2582
51.5478,.2727
51.5478,.2872
51.5478,.3017
51.5478,.3162
51.5478,.3307
51.5568,-0.5103
51.5568,-.4958
51.5568,-.4813
51.5568,-.4668
51.5568,-.4523
51.5568,-.4378
51.5568,-.4233
51.5568,-.4088
51.5568,-.3943
51.5568,-.3798
51.5568,-.3653
51.5568,-.3508
51.5568,-.3363
51.5568,-.3218
51.5568,-.3073
51.5568,-.2928
51.5568,-.2783
51.5568,-.2638
51.5568,-.2493
51.5568,-.2348
51.5568,-.2203
51.5568,-.2058
51.5568,-.1913
51.5568,-.1768
51.5568,-.1623
51.5568,-.1478
51.5568,-.1333
51.5568,-.1188
51.5568,-.1043
51.5568,-.0898
51.5568,-.0753
51.5568,-.0608
51.5568,-.0463
51.5568,-.0318
51.5568,-.0173
51.5568,-.0028
51.5568,.0117
51.5568,.0262
51.5568,.0407
51.5568,.0552
51.5568,.0697
51.5568,.0842
51.5568,.0987
51.5568,.1132
51.5568,.1277
51.5568,.1422
51.5568,.1567
51.5568,.1712
51.5568,.1857
51.5568,.2002
51.5568,.2147
51.5568,.2292
51.5568,.2437
51.5568,.2582
51.5568,.2727
51.5568,.2872
51.5568,.3017
51.5568,.3162
51.5568,.3307
51.5658,-0.5103
51.5658,-.4958
51.5658,-.4813
51.5658,-.4668
51.5658,-.4523
51.5658,-.4378
51.5658,-.4233
51.5658,-.4088
51.5658,-.3943
51.5658,-.3798
51.5658,-.3653
51.5658,-.3508
51.5658,-.3363
51.5658,-.3218
51.5658,-.3073
51.5658,-.2928
51.5658,-.2783
51.5658,-.2638
51.5658,-.2493
51.5658,-.2348
51.5658,-.2203
51.5658,-.2058
51.5658,-.1913
51.5658,-.1768
51.5658,-.1623
51.5658,-.1478
51.5658,-.1333
51.5658,-.1188
51.5658,-.1043
51.5658,-.0898
51.5658,-.0753
51.5658,-.0608
51.5658,-.0463
51.5658,-.0318
51.5658,-.0173
51.5658,-.0028
51.5658,.0117
51.5658,.0262
51.5658,.0407
51.5658,.0552
51.5658,.0697
51.5658,.0842
51.5658,.0987
51.5658,.1132
51.5658,.1277
51.5658,.1422
51.5658,.1567
51.5658,.1712
51.5658,.1857
51.5658,.2002
51.5658,.2147
51.5658,.2292
51.5658,.2437
51.5658,.2582
51.5658,.2727
51.5658,.2872
51.5658,.3017
51.5658,.3162
51.5658,.3307
51.5748,-0.5103
51.5748,-.4958
51.5748,-.4813
51.5748,-.4668
51.5748,-.4523
51.5748,-.4378
51.5748,-.4233
51.5748,-.4088
51.5748,-.3943
51.5748,-.3798
51.5748,-.3653
51.5748,-.3508
51.5748,-.3363
51.5748,-.3218
51.5748,-.3073
51.5748,-.2928
51.5748,-.2783
51.5748,-.2638
51.5748,-.2493
51.5748,-.2348
51.5748,-.2203
51.5748,-.2058
51.5748,-.1913
51.5748,-.1768
51.5748,-.1623
51.5748,-.1478
51.5748,-.1333
51.5748,-.1188
51.5748,-.1043
51.5748,-.0898
51.5748,-.0753
51.5748,-.0608
51.5748,-.0463
51.5748,-.0318
51.5748,-.0173
51.5748,-.0028
51.5748,.0117
51.5748,.0262
51.5748,.0407
51.5748,.0552
51.5748,.0697
51.5748,.0842
51.5748,.0987
51.5748,.1132
51.5748,.1277
51.5748,.1422
51.5748,.1567
51.5748,.1712
51.5748,.1857
51.5748,.2002
51.5748,.2147
51.5748,.2292
51.5748,.2437
51.5748,.2582
51.5748,.2727
51.5748,.2872
51.5748,.3017
51.5748,.3162
51.5748,.3307
51.5838,-0.5103
51.5838,-.4958
51.5838,-.4813
51.5838,-.4668
51.5838,-.4523
51.5838,-.4378
51.5838,-.4233
51.5838,-.4088
51.5838,-.3943
51.5838,-.3798
51.5838,-.3653
51.5838,-.3508
51.5838,-.3363
51.5838,-.3218
51.5838,-.3073
51.5838,-.2928
51.5838,-.2783
51.5838,-.2638
51.5838,-.2493
51.5838,-.2348
51.5838,-.2203
51.5838,-.2058
51.5838,-.1913
51.5838,-.1768
51.5838,-.1623
51.5838,-.1478
51.5838,-.1333
51.5838,-.1188
51.5838,-.1043
51.5838,-.0898
51.5838,-.0753
51.5838,-.0608
51.5838,-.0463
51.5838,-.0318
51.5838,-.0173
51.5838,-.0028
51.5838,.0117
51.5838,.0262
51.5838,.0407
51.5838,.0552
51.5838,.0697
51.5838,.0842
51.5838,.0987
51.5838,.1132
51.5838,.1277
51.5838,.1422
51.5838,.1567
51.5838,.1712
51.5838,.1857
51.5838,.2002
51.5838,.2147
51.5838,.2292
51.5838,.2437
51.5838,.2582
51.5838,.2727
51.5838,.2872
51.5838,.3017
51.5838,.3162
51.5838,.3307
51.5928,-0.5103
51.5928,-.4958
51.5928,-.4813
51.5928,-.4668
51.5928,-.4523
51.5928,-.4378
51.5928,-.4233
51.5928,-.4088
51.5928,-.3943
51.5928,-.3798
51.5928,-.3653
51.5928,-.3508
51.5928,-.3363
51.5928,-.3218
51.5928,-.3073
51.5928,-.2928
51.5928,-.2783
51.5928,-.2638
51.5928,-.2493
51.5928,-.2348
51.5928,-.2203
51.5928,-.2058
51.5928,-.1913
51.5928,-.1768
51.5928,-.1623
51.5928,-.1478
51.5928,-.1333
51.5928,-.1188
51.5928,-.1043
51.5928,-.0898
51.5928,-.0753
51.5928,-.0608
51.5928,-.0463
51.5928,-.0318
51.5928,-.0173
51.5928,-.0028
51.5928,.0117
51.5928,.0262
51.5928,.0407
51.5928,.0552
51.5928,.0697
51.5928,.0842
51.5928,.0987
51.5928,.1132
51.5928,.1277
51.5928,.1422
51.5928,.1567
51.5928,.1712
51.5928,.1857
51.5928,.2002
51.5928,.2147
51.5928,.2292
51.5928,.2437
51.5928,.2582
51.5928,.2727
51.5928,.2872
51.5928,.3017
51.5928,.3162
51.5928,.3307
51.6018,-0.5103
51.6018,-.4958
51.6018,-.4813
51.6018,-.4668
51.6018,-.4523
51.6018,-.4378
51.6018,-.4233
51.6018,-.4088
51.6018,-.3943
51.6018,-.3798
51.6018,-.3653
51.6018,-.3508
51.6018,-.3363
51.6018,-.3218
51.6018,-.3073
51.6018,-.2928
51.6018,-.2783
51.6018,-.2638
51.6018,-.2493
51.6018,-.2348
51.6018,-.2203
51.6018,-.2058
51.6018,-.1913
51.6018,-.1768
51.6018,-.1623
51.6018,-.1478
51.6018,-.1333
51.6018,-.1188
51.6018,-.1043
51.6018,-.0898
51.6018,-.0753
51.6018,-.0608
51.6018,-.0463
51.6018,-.0318
51.6018,-.0173
51.6018,-.0028
51.6018,.0117
51.6018,.0262
51.6018,.0407
51.6018,.0552
51.6018,.0697
51.6018,.0842
51.6018,.0987
51.6018,.1132
51.6018,.1277
51.6018,.1422
51.6018,.1567
51.6018,.1712
51.6018,.1857
51.6018,.2002
51.6018,.2147
51.6018,.2292
51.6018,.2437
51.6018,.2582
51.6018,.2727
51.6018,.2872
51.6018,.3017
51.6018,.3162
51.6018,.3307
51.6108,-0.5103
51.6108,-.4958
51.6108,-.4813
51.6108,-.4668
51.6108,-.4523
51.6108,-.4378
51.6108,-.4233
51.6108,-.4088
51.6108,-.3943
51.6108,-.3798
51.6108,-.3653
51.6108,-.3508
51.6108,-.3363
51.6108,-.3218
51.6108,-.3073
51.6108,-.2928
51.6108,-.2783
51.6108,-.2638
51.6108,-.2493
51.6108,-.2348
51.6108,-.2203
51.6108,-.2058
51.6108,-.1913
51.6108,-.1768
51.6108,-.1623
51.6108,-.1478
51.6108,-.1333
51.6108,-.1188
51.6108,-.1043
51.6108,-.0898
51.6108,-.0753
51.6108,-.0608
51.6108,-.0463
51.6108,-.0318
51.6108,-.0173
51.6108,-.0028
51.6108,.0117
51.6108,.0262
51.6108,.0407
51.6108,.0552
51.6108,.0697
51.6108,.0842
51.6108,.0987
51.6108,.1132
51.6108,.1277
51.6108,.1422
51.6108,.1567
51.6108,.1712
51.6108,.1857
51.6108,.2002
51.6108,.2147
51.6108,.2292
51.6108,.2437
51.6108,.2582
51.6108,.2727
51.6108,.2872
51.6108,.3017
51.6108,.3162
51.6108,.3307
51.6198,-0.5103
51.6198,-.4958
51.6198,-.4813
51.6198,-.4668
51.6198,-.4523
51.6198,-.4378
51.6198,-.4233
51.6198,-.4088
51.6198,-.3943
51.6198,-.3798
51.6198,-.3653
51.6198,-.3508
51.6198,-.3363
51.6198,-.3218
51.6198,-.3073
51.6198,-.2928
51.6198,-.2783
51.6198,-.2638
51.6198,-.2493
51.6198,-.2348
51.6198,-.2203
51.6198,-.2058
51.6198,-.1913
51.6198,-.1768
51.6198,-.1623
51.6198,-.1478
51.6198,-.1333
51.6198,-.1188
51.6198,-.1043
51.6198,-.0898
51.6198,-.0753
51.6198,-.0608
51.6198,-.0463
51.6198,-.0318
51.6198,-.0173
51.6198,-.0028
51.6198,.0117
51.6198,.0262
51.6198,.0407
51.6198,.0552
51.6198,.0697
51.6198,.0842
51.6198,.0987
51.6198,.1132
51.6198,.1277
51.6198,.1422
51.6198,.1567
51.6198,.1712
51.6198,.1857
51.6198,.2002
51.6198,.2147
51.6198,.2292
51.6198,.2437
51.6198,.2582
51.6198,.2727
51.6198,.2872
51.6198,.3017
51.6198,.3162
51.6198,.3307
51.6288,-0.5103
51.6288,-.4958
51.6288,-.4813
51.6288,-.4668
51.6288,-.4523
51.6288,-.4378
51.6288,-.4233
51.6288,-.4088
51.6288,-.3943
51.6288,-.3798
51.6288,-.3653
51.6288,-.3508
51.6288,-.3363
51.6288,-.3218
51.6288,-.3073
51.6288,-.2928
51.6288,-.2783
51.6288,-.2638
51.6288,-.2493
51.6288,-.2348
51.6288,-.2203
51.6288,-.2058
51.6288,-.1913
51.6288,-.1768
51.6288,-.1623
51.6288,-.1478
51.6288,-.1333
51.6288,-.1188
51.6288,-.1043
51.6288,-.0898
51.6288,-.0753
51.6288,-.0608
51.6288,-.0463
51.6288,-.0318
51.6288,-.0173
51.6288,-.0028
51.6288,.0117
51.6288,.0262
51.6288,.0407
51.6288,.0552
51.6288,.0697
51.6288,.0842
51.6288,.0987
51.6288,.1132
51.6288,.1277
51.6288,.1422
51.6288,.1567
51.6288,.1712
51.6288,.1857
51.6288,.2002
51.6288,.2147
51.6288,.2292
51.6288,.2437
51.6288,.2582
51.6288,.2727
51.6288,.2872
51.6288,.3017
51.6288,.3162
51.6288,.3307
51.6378,-0.5103
51.6378,-.4958
51.6378,-.4813
51.6378,-.4668
51.6378,-.4523
51.6378,-.4378
51.6378,-.4233
51.6378,-.4088
51.6378,-.3943
51.6378,-.3798
51.6378,-.3653
51.6378,-.3508
51.6378,-.3363
51.6378,-.3218
51.6378,-.3073
51.6378,-.2928
51.6378,-.2783
51.6378,-.2638
51.6378,-.2493
51.6378,-.2348
51.6378,-.2203
51.6378,-.2058
51.6378,-.1913
51.6378,-.1768
51.6378,-.1623
51.6378,-.1478
51.6378,-.1333
51.6378,-.1188
51.6378,-.1043
51.6378,-.0898
51.6378,-.0753
51.6378,-.0608
51.6378,-.0463
51.6378,-.0318
51.6378,-.0173
51.6378,-.0028
51.6378,.0117
51.6378,.0262
51.6378,.0407
51.6378,.0552
51.6378,.0697
51.6378,.0842
51.6378,.0987
51.6378,.1132
51.6378,.1277
51.6378,.1422
51.6378,.1567
51.6378,.1712
51.6378,.1857
51.6378,.2002
51.6378,.2147
51.6378,.2292
51.6378,.2437
51.6378,.2582
51.6378,.2727
51.6378,.2872
51.6378,.3017
51.6378,.3162
51.6378,.3307
51.6468,-0.5103
51.6468,-.4958
51.6468,-.4813
51.6468,-.4668
51.6468,-.4523
51.6468,-.4378
51.6468,-.4233
51.6468,-.4088
51.6468,-.3943
51.6468,-.3798
51.6468,-.3653
51.6468,-.3508
51.6468,-.3363
51.6468,-.3218
51.6468,-.3073
51.6468,-.2928
51.6468,-.2783
51.6468,-.2638
51.6468,-.2493
51.6468,-.2348
51.6468,-.2203
51.6468,-.2058
51.6468,-.1913
51.6468,-.1768
51.6468,-.1623
51.6468,-.1478
51.6468,-.1333
51.6468,-.1188
51.6468,-.1043
51.6468,-.0898
51.6468,-.0753
51.6468,-.0608
51.6468,-.0463
51.6468,-.0318
51.6468,-.0173
51.6468,-.0028
51.6468,.0117
51.6468,.0262
51.6468,.0407
51.6468,.0552
51.6468,.0697
51.6468,.0842
51.6468,.0987
51.6468,.1132
51.6468,.1277
51.6468,.1422
51.6468,.1567
51.6468,.1712
51.6468,.1857
51.6468,.2002
51.6468,.2147
51.6468,.2292
51.6468,.2437
51.6468,.2582
51.6468,.2727
51.6468,.2872
51.6468,.3017
51.6468,.3162
51.6468,.3307
51.6558,-0.5103
51.6558,-.4958
51.6558,-.4813
51.6558,-.4668
51.6558,-.4523
51.6558,-.4378
51.6558,-.4233
51.6558,-.4088
51.6558,-.3943
51.6558,-.3798
51.6558,-.3653
51.6558,-.3508
51.6558,-.3363
51.6558,-.3218
51.6558,-.3073
51.6558,-.2928
51.6558,-.2783
51.6558,-.2638
51.6558,-.2493
51.6558,-.2348
51.6558,-.2203
51.6558,-.2058
51.6558,-.1913
51.6558,-.1768
51.6558,-.1623
51.6558,-.1478
51.6558,-.1333
51.6558,-.1188
51.6558,-.1043
51.6558,-.0898
51.6558,-.0753
51.6558,-.0608
51.6558,-.0463
51.6558,-.0318
51.6558,-.0173
51.6558,-.0028
51.6558,.0117
51.6558,.0262
51.6558,.0407
51.6558,.0552
51.6558,.0697
51.6558,.0842
51.6558,.0987
51.6558,.1132
51.6558,.1277
51.6558,.1422
51.6558,.1567
51.6558,.1712
51.6558,.1857
51.6558,.2002
51.6558,.2147
51.6558,.2292
51.6558,.2437
51.6558,.2582
51.6558,.2727
51.6558,.2872
51.6558,.3017
51.6558,.3162
51.6558,.3307
51.6648,-0.5103
51.6648,-.4958
51.6648,-.4813
51.6648,-.4668
51.6648,-.4523
51.6648,-.4378
51.6648,-.4233
51.6648,-.4088
51.6648,-.3943
51.6648,-.3798
51.6648,-.3653
51.6648,-.3508
51.6648,-.3363
51.6648,-.3218
51.6648,-.3073
51.6648,-.2928
51.6648,-.2783
51.6648,-.2638
51.6648,-.2493
51.6648,-.2348
51.6648,-.2203
51.6648,-.2058
51.6648,-.1913
51.6648,-.1768
51.6648,-.1623
51.6648,-.1478
51.6648,-.1333
51.6648,-.1188
51.6648,-.1043
51.6648,-.0898
51.6648,-.0753
51.6648,-.0608
51.6648,-.0463
51.6648,-.0318
51.6648,-.0173
51.6648,-.0028
51.6648,.0117
51.6648,.0262
51.6648,.0407
51.6648,.0552
51.6648,.0697
51.6648,.0842
51.6648,.0987
51.6648,.1132
51.6648,.1277
51.6648,.1422
51.6648,.1567
51.6648,.1712
51.6648,.1857
51.6648,.2002
51.6648,.2147
51.6648,.2292
51.6648,.2437
51.6648,.2582
51.6648,.2727
51.6648,.2872
51.6648,.3017
51.6648,.3162
51.6648,.3307
51.6738,-0.5103
51.6738,-.4958
51.6738,-.4813
51.6738,-.4668
51.6738,-.4523
51.6738,-.4378
51.6738,-.4233
51.6738,-.4088
51.6738,-.3943
51.6738,-.3798
51.6738,-.3653
51.6738,-.3508
51.6738,-.3363
51.6738,-.3218
51.6738,-.3073
51.6738,-.2928
51.6738,-.2783
51.6738,-.2638
51.6738,-.2493
51.6738,-.2348
51.6738,-.2203
51.6738,-.2058
51.6738,-.1913
51.6738,-.1768
51.6738,-.1623
51.6738,-.1478
51.6738,-.1333
51.6738,-.1188
51.6738,-.1043
51.6738,-.0898
51.6738,-.0753
51.6738,-.0608
51.6738,-.0463
51.6738,-.0318
51.6738,-.0173
51.6738,-.0028
51.6738,.0117
51.6738,.0262
51.6738,.0407
51.6738,.0552
51.6738,.0697
51.6738,.0842
51.6738,.0987
51.6738,.1132
51.6738,.1277
51.6738,.1422
51.6738,.1567
51.6738,.1712
51.6738,.1857
51.6738,.2002
51.6738,.2147
51.6738,.2292
51.6738,.2437
51.6738,.2582
51.6738,.2727
51.6738,.2872
51.6738,.3017
51.6738,.3162
51.6738,.3307
51.6828,-0.5103
51.6828,-.4958
51.6828,-.4813
51.6828,-.4668
51.6828,-.4523
51.6828,-.4378
51.6828,-.4233
51.6828,-.4088
51.6828,-.3943
51.6828,-.3798
51.6828,-.3653
51.6828,-.3508
51.6828,-.3363
51.6828,-.3218
51.6828,-.3073
51.6828,-.2928
51.6828,-.2783
51.6828,-.2638
51.6828,-.2493
51.6828,-.2348
51.6828,-.2203
51.6828,-.2058
51.6828,-.1913
51.6828,-.1768
51.6828,-.1623
51.6828,-.1478
51.6828,-.1333
51.6828,-.1188
51.6828,-.1043
51.6828,-.0898
51.6828,-.0753
51.6828,-.0608
51.6828,-.0463
51.6828,-.0318
51.6828,-.0173
51.6828,-.0028
51.6828,.0117
51.6828,.0262
51.6828,.0407
51.6828,.0552
51.6828,.0697
51.6828,.0842
51.6828,.0987
51.6828,.1132
51.6828,.1277
51.6828,.1422
51.6828,.1567
51.6828,.1712
51.6828,.1857
51.6828,.2002
51.6828,.2147
51.6828,.2292
51.6828,.2437
51.6828,.2582
51.6828,.2727
51.6828,.2872
51.6828,.3017
51.6828,.3162
51.6828,.3307
51.6918,-0.5103
51.6918,-.4958
51.6918,-.4813
51.6918,-.4668
51.6918,-.4523
51.6918,-.4378
51.6918,-.4233
51.6918,-.4088
51.6918,-.3943
51.6918,-.3798
51.6918,-.3653
51.6918,-.3508
51.6918,-.3363
51.6918,-.3218
51.6918,-.3073
51.6918,-.2928
51.6918,-.2783
51.6918,-.2638
51.6918,-.2493
51.6918,-.2348
51.6918,-.2203
51.6918,-.2058
51.6918,-.1913
51.6918,-.1768
51.6918,-.1623
51.6918,-.1478
51.6918,-.1333
51.6918,-.1188
51.6918,-.1043
51.6918,-.0898
51.6918,-.0753
51.6918,-.0608
51.6918,-.0463
51.6918,-.0318
51.6918,-.0173
51.6918,-.0028
51.6918,.0117
51.6918,.0262
51.6918,.0407
51.6918,.0552
51.6918,.0697
51.6918,.0842
51.6918,.0987
51.6918,.1132
51.6918,.1277
51.6918,.1422
51.6918,.1567
51.6918,.1712
51.6918,.1857
51.6918,.2002
51.6918,.2147
51.6918,.2292
51.6918,.2437
51.6918,.2582
51.6918,.2727
51.6918,.2872
51.6918,.3017
51.6918,.3162
51.6918,.3307
