latitude,longitude
51.3408,.0842
51.3408,.0987
51.3408,.1132
51.3408,.1277
51.3408,.1422
51.3408,.1567
51.3408,.1712
51.3408,.1857
51.3408,.2002
51.3408,.2147
51.3408,.2292
51.3408,.2437
51.3408,.2582
51.3408,.2727
51.3408,.2872
51.3408,.3017
51.3408,.3162
51.3408,.3307
51.3498,-0.5103
51.3498,-.4958
51.3498,-.4813
51.3498,-.4668
51.3498,-.4523
51.3498,-.4378
51.3498,-.4233
51.3498,-.4088
51.3498,-.3943
51.3498,-.3798
51.3498,-.3653
51.3498,-.3508
51.3498,-.3363
51.3498,-.3218
51.3498,-.3073
51.3498,-.2928
51.3498,-.2783
51.3498,-.2638
51.3498,-.2493
51.3498,-.2348
51.3498,-.2203
51.3498,-.2058
51.3498,-.1913
51.3498,-.1768
51.3498,-.1623
51.3498,-.1478
51.3498,-.1333
51.3498,-.1188
51.3498,-.1043
51.3498,-.0898
51.3498,-.0753
51.3498,-.0608
51.3498,-.0463
51.3498,-.0318
51.3498,-.0173
51.3498,-.0028
51.3498,.0117
51.3498,.0262
51.3498,.0407
51.3498,.0552
51.3498,.0697
51.3498,.0842
51.3498,.0987
51.3498,.1132
51.3498,.1277
51.3498,.1422
51.3498,.1567
51.3498,.1712
51.3498,.1857
51.3498,.2002
51.3498,.2147
51.3498,.2292
51.3498,.2437
51.3498,.2582
51.3498,.2727
51.3498,.2872
51.3498,.3017
51.3498,.3162
51.3498,.3307
51.3588,-0.5103
51.3588,-.4958
51.3588,-.4813
51.3588,-.4668
51.3588,-.4523
51.3588,-.4378
51.3588,-.4233
51.3588,-.4088
51.3588,-.3943
51.3588,-.3798
51.3588,-.3653
51.3588,-.3508
51.3588,-.3363
51.3588,-.3218
51.3588,-.3073
51.3588,-.2928
51.3588,-.2783
51.3588,-.2638
51.3588,-.2493
51.3588,-.2348
51.3588,-.2203
51.3588,-.2058
51.3588,-.1913
51.3588,-.1768
51.3588,-.1623
51.3588,-.1478
51.3588,-.1333
51.3588,-.1188
51.3588,-.1043
51.3588,-.0898
51.3588,-.0753
51.3588,-.0608
51.3588,-.0463
51.3588,-.0318
51.3588,-.0173
51.3588,-.0028
51.3588,.0117
51.3588,.0262
51.3588,.0407
51.3588,.0552
51.3588,.0697
51.3588,.0842
51.3588,.0987
51.3588,.1132
51.3588,.1277
51.3588,.1422
51.3588,.1567
51.3588,.1712
51.3588,.1857
51.3588,.2002
51.3588,.2147
51.3588,.2292
51.3588,.2437
51.3588,.2582
51.3588,.2727
51.3588,.2872
51.3588,.3017
51.3588,.3162
51.3588,.3307
51.3678,-0.5103
51.3678,-.4958
51.3678,-.4813
51.3678,-.4668
51.3678,-.4523
51.3678,-.4378
51.3678,-.4233
51.3678,-.4088
51.3678,-.3943
51.3678,-.3798
51.3678,-.3653
51.3678,-.3508
51.3678,-.3363
51.3678,-.3218
51.3678,-.3073
51.3678,-.2928
51.3678,-.2783
51.3678,-.2638
51.3678,-.2493
51.3678,-.2348
51.3678,-.2203
51.3678,-.2058
51.3678,-.1913
51.3678,-.1768
51.3678,-.1623
51.3678,-.1478
51.3678,-.1333
51.3678,-.1188
51.3678,-.1043
51.3678,-.0898
51.3678,-.0753
51.3678,-.0608
51.3678,-.0463
51.3678,-.0318
51.3678,-.0173
51.3678,-.0028
51.3678,.0117
51.3678,.0262
51.3678,.0407
51.3678,.0552
51.3678,.0697
51.3678,.0842
51.3678,.0987
51.3678,.1132
51.3678,.1277
51.3678,.1422
51.3678,.1567
51.3678,.1712
51.3678,.1857
51.3678,.2002
51.3678,.2147
51.3678,.2292
51.3678,.2437
51.3678,.2582
51.3678,.2727
51.3678,.2872
51.3678,.3017
51.3678,.3162
51.3678,.3307
51.3768,-0.5103
51.3768,-.4958
51.3768,-.4813
51.3768,-.4668
51.3768,-.4523
51.3768,-.4378
51.3768,-.4233
51.3768,-.4088
51.3768,-.3943
51.3768,-.3798
51.3768,-.3653
51.3768,-.3508
51.3768,-.3363
51.3768,-.3218
51.3768,-.3073
51.3768,-.2928
51.3768,-.2783
51.3768,-.2638
51.3768,-.2493
51.3768,-.2348
51.3768,-.2203
51.3768,-.2058
51.3768,-.1913
51.3768,-.1768
51.3768,-.1623
51.3768,-.1478
51.3768,-.1333
51.3768,-.1188
51.3768,-.1043
51.3768,-.0898
51.3768,-.0753
51.3768,-.0608
51.3768,-.0463
51.3768,-.0318
51.3768,-.0173
51.3768,-.0028
51.3768,.0117
51.3768,.0262
51.3768,.0407
51.3768,.0552
51.3768,.0697
51.3768,.0842
51.3768,.0987
51.3768,.1132
51.3768,.1277
51.3768,.1422
51.3768,.1567
51.3768,.1712
51.3768,.1857
51.3768,.2002
51.3768,.2147
51.3768,.2292
51.3768,.2437
51.3768,.2582
51.3768,.2727
51.3768,.2872
51.3768,.3017
51.3768,.3162
51.3768,.3307
51.3858,-0.5103
51.3858,-.4958
51.3858,-.4813
51.3858,-.4668
51.3858,-.4523
51.3858,-.4378
51.3858,-.4233
51.3858,-.4088
51.3858,-.3943
51.3858,-.3798
51.3858,-.3653
51.3858,-.3508
51.3858,-.3363
51.3858,-.3218
51.3858,-.3073
51.3858,-.2928
51.3858,-.2783
51.3858,-.2638
51.3858,-.2493
51.3858,-.2348
51.3858,-.2203
51.3858,-.2058
51.3858,-.1913
51.3858,-.1768
51.3858,-.1623
51.3858,-.1478
51.3858,-.1333
51.3858,-.1188
51.3858,-.1043
51.3858,-.0898
51.3858,-.0753
51.3858,-.0608
51.3858,-.0463
51.3858,-.0318
51.3858,-.0173
51.3858,-.0028
51.3858,.0117
51.3858,.0262
51.3858,.0407
51.3858,.0552
51.3858,.0697
51.3858,.0842
51.3858,.0987
51.3858,.1132
51.3858,.1277
51.3858,.1422
51.3858,.1567
51.3858,.1712
51.3858,.1857
51.3858,.2002
51.3858,.2147
51.3858,.2292
51.3858,.2437
51.3858,.2582
51.3858,.2727
51.3858,.2872
51.3858,.3017
51.3858,.3162
51.3858,.3307
51.3948,-0.5103
51.3948,-.4958
51.3948,-.4813
51.3948,-.4668
51.3948,-.4523
51.3948,-.4378
51.3948,-.4233
51.3948,-.4088
51.3948,-.3943
51.3948,-.3798
51.3948,-.3653
51.3948,-.3508
51.3948,-.3363
51.3948,-.3218
51.3948,-.3073
51.3948,-.2928
51.3948,-.2783
51.3948,-.2638
51.3948,-.2493
51.3948,-.2348
51.3948,-.2203
51.3948,-.2058
51.3948,-.1913
51.3948,-.1768
51.3948,-.1623
51.3948,-.1478
51.3948,-.1333
51.3948,-.1188
51.3948,-.1043
51.3948,-.0898
51.3948,-.0753
51.3948,-.0608
51.3948,-.0463
51.3948,-.0318
51.3948,-.0173
51.3948,-.0028
51.3948,.0117
51.3948,.0262
51.3948,.0407
51.3948,.0552
51.3948,.0697
51.3948,.0842
51.3948,.0987
51.3948,.1132
51.3948,.1277
51.3948,.1422
51.3948,.1567
51.3948,.1712
51.3948,.1857
51.3948,.2002
51.3948,.2147
51.3948,.2292
51.3948,.2437
51.3948,.2582
51.3948,.2727
51.3948,.2872
51.3948,.3017
51.3948,.3162
51.3948,.3307
51.4038,-0.5103
51.4038,-.4958
51.4038,-.4813
51.4038,-.4668
51.4038,-.4523
51.4038,-.4378
51.4038,-.4233
51.4038,-.4088
51.4038,-.3943
51.4038,-.3798
51.4038,-.3653
51.4038,-.3508
51.4038,-.3363
51.4038,-.3218
51.4038,-.3073
51.4038,-.2928
51.4038,-.2783
51.4038,-.2638
51.4038,-.2493
51.4038,-.2348
51.4038,-.2203
51.4038,-.2058
51.4038,-.1913
51.4038,-.1768
51.4038,-.1623
51.4038,-.1478
51.4038,-.1333
51.4038,-.1188
51.4038,-.1043
51.4038,-.0898
51.4038,-.0753
51.4038,-.0608
51.4038,-.0463
51.4038,-.0318
51.4038,-.0173
51.4038,-.0028
51.4038,.0117
51.4038,.0262
51.4038,.0407
51.4038,.0552
51.4038,.0697
51.4038,.0842
51.4038,.0987
51.4038,.1132
51.4038,.1277
51.4038,.1422
51.4038,.1567
51.4038,.1712
51.4038,.1857
51.4038,.2002
51.4038,.2147
51.4038,.2292
51.4038,.2437
51.4038,.2582
51.4038,.2727
51.4038,.2872
51.4038,.3017
51.4038,.3162
51.4038,.3307
51.4128,-0.5103
51.4128,-.4958
51.4128,-.4813
51.4128,-.4668
51.4128,-.4523
51.4128,-.4378
51.4128,-.4233
51.4128,-.4088
51.4128,-.3943
51.4128,-.3798
51.4128,-.3653
51.4128,-.3508
51.4128,-.3363
51.4128,-.3218
51.4128,-.3073
51.4128,-.2928
51.4128,-.2783
51.4128,-.2638
51.4128,-.2493
51.4128,-.2348
51.4128,-.2203
51.4128,-.2058
51.4128,-.1913
51.4128,-.1768
51.4128,-.1623
51.4128,-.1478
51.4128,-.1333
51.4128,-.1188
51.4128,-.1043
51.4128,-.0898
51.4128,-.0753
51.4128,-.0608
51.4128,-.0463
51.4128,-.0318
51.4128,-.0173
51.4128,-.0028
51.4128,.0117
51.4128,.0262
51.4128,.0407
51.4128,.0552
51.4128,.0697
51.4128,.0842
51.4128,.0987
51.4128,.1132
51.4128,.1277
51.4128,.1422
51.4128,.1567
51.4128,.1712
51.4128,.1857
51.4128,.2002
51.4128,.2147
51.4128,.2292
51.4128,.2437
51.4128,.2582
51.4128,.2727
51.4128,.2872
51.4128,.3017
51.4128,.3162
51.4128,.3307
51.4218,-0.5103
51.4218,-.4958
51.4218,-.4813
51.4218,-.4668
51.4218,-.4523
51.4218,-.4378
51.4218,-.4233
51.4218,-.4088
51.4218,-.3943
51.4218,-.3798
51.4218,-.3653
51.4218,-.3508
51.4218,-.3363
51.4218,-.3218
51.4218,-.3073
51.4218,-.2928
51.4218,-.2783
51.4218,-.2638
51.4218,-.2493
51.4218,-.2348
51.4218,-.2203
51.4218,-.2058
51.4218,-.1913
51.4218,-.1768
51.4218,-.1623
51.4218,-.1478
51.4218,-.1333
51.4218,-.1188
51.4218,-.1043
51.4218,-.0898
51.4218,-.0753
51.4218,-.0608
51.4218,-.0463
51.4218,-.0318
51.4218,-.0173
51.4218,-.0028
51.4218,.0117
51.4218,.0262
51.4218,.0407
51.4218,.0552
51.4218,.0697
51.4218,.0842
51.4218,.0987
51.4218,.1132
51.4218,.1277
51.4218,.1422
51.4218,.1567
51.4218,.1712
51.4218,.1857
51.4218,.2002
51.4218,.2147
51.4218,.2292
51.4218,.2437
51.4218,.2582
51.4218,.2727
51.4218,.2872
51.4218,.3017
51.4218,.3162
51.4218,.3307
51.4308,-0.5103
51.4308,-.4958
51.4308,-.4813
51.4308,-.4668
51.4308,-.4523
51.4308,-.4378
51.4308,-.4233
51.4308,-.4088
51.4308,-.3943
51.4308,-.3798
51.4308,-.3653
51.4308,-.3508
51.4308,-.3363
51.4308,-.3218
51.4308,-.3073
51.4308,-.2928
51.4308,-.2783
51.4308,-.2638
51.4308,-.2493
51.4308,-.2348
51.4308,-.2203
51.4308,-.2058
51.4308,-.1913
51.4308,-.1768
51.4308,-.1623
51.4308,-.1478
51.4308,-.1333
51.4308,-.1188
51.4308,-.1043
51.4308,-.0898
51.4308,-.0753
51.4308,-.0608
51.4308,-.0463
51.4308,-.0318
51.4308,-.0173
51.4308,-.0028
51.4308,.0117
51.4308,.0262
51.4308,.0407
51.4308,.0552
51.4308,.0697
51.4308,.0842
51.4308,.0987
51.4308,.1132
51.4308,.1277
51.4308,.1422
51.4308,.1567
51.4308,.1712
51.4308,.1857
51.4308,.2002
51.4308,.2147
51.4308,.2292
51.4308,.2437
51.4308,.2582
51.4308,.2727
51.4308,.2872
51.4308,.3017
51.4308,.3162
51.4308,.3307
51.4398,-0.5103
51.4398,-.4958
51.4398,-.4813
51.4398,-.4668
51.4398,-.4523
51.4398,-.4378
51.4398,-.4233
51.4398,-.4088
51.4398,-.3943
51.4398,-.3798
51.4398,-.3653
51.4398,-.3508
51.4398,-.3363
51.4398,-.3218
51.4398,-.3073
51.4398,-.2928
51.4398,-.2783
51.4398,-.2638
51.4398,-.2493
51.4398,-.2348
51.4398,-.2203
51.4398,-.2058
51.4398,-.1913
51.4398,-.1768
51.4398,-.1623
51.4398,-.1478
51.4398,-.1333
51.4398,-.1188
51.4398,-.1043
51.4398,-.0898
51.4398,-.0753
51.4398,-.0608
51.4398,-.0463
51.4398,-.0318
51.4398,-.0173
51.4398,-.0028
51.4398,.0117
51.4398,.0262
51.4398,.0407
51.4398,.0552
51.4398,.0697
51.4398,.0842
51.4398,.0987
51.4398,.1132
51.4398,.1277
51.4398,.1422
51.4398,.1567
51.4398,.1712
51.4398,.1857
51.4398,.2002
51.4398,.2147
51.4398,.2292
51.4398,.2437
51.4398,.2582
51.4398,.2727
51.4398,.2872
51.4398,.3017
51.4398,.3162
51.4398,.3307
51.4488,-0.5103
51.4488,-.4958
51.4488,-.4813
51.4488,-.4668
51.4488,-.4523
51.4488,-.4378
51.4488,-.4233
51.4488,-.4088
51.4488,-.3943
51.4488,-.3798
51.4488,-.3653
51.4488,-.3508
51.4488,-.3363
51.4488,-.3218
51.4488,-.3073
51.4488,-.2928
51.4488,-.2783
51.4488,-.2638
51.4488,-.2493
51.4488,-.2348
51.4488,-.2203
51.4488,-.2058
51.4488,-.1913
51.4488,-.1768
51.4488,-.1623
51.4488,-.1478
51.4488,-.1333
51.4488,-.1188
51.4488,-.1043
51.4488,-.0898
51.4488,-.0753
51.4488,-.0608
51.4488,-.0463
51.4488,-.0318
51.4488,-.0173
51.4488,-.0028
51.4488,.0117
51.4488,.0262
51.4488,.0407
51.4488,.0552
51.4488,.0697
51.4488,.0842
51.4488,.0987
51.4488,.1132
51.4488,.1277
51.4488,.1422
51.4488,.1567
51.4488,.1712
51.4488,.1857
51.4488,.2002
51.4488,.2147
51.4488,.2292
51.4488,.2437
51.4488,.2582
51.4488,.2727
51.4488,.2872
51.4488,.3017
51.4488,.3162
51.4488,.3307
51.4578,-0.5103
51.4578,-.4958
51.4578,-.4813
51.4578,-.4668
51.4578,-.4523
51.4578,-.4378
51.4578,-.4233
51.4578,-.4088
51.4578,-.3943
51.4578,-.3798
51.4578,-.3653
51.4578,-.3508
51.4578,-.3363
51.4578,-.3218
51.4578,-.3073
51.4578,-.2928
51.4578,-.2783
51.4578,-.2638
51.4578,-.2493
51.4578,-.2348
51.4578,-.2203
51.4578,-.2058
51.4578,-.1913
51.4578,-.1768
51.4578,-.1623
51.4578,-.1478
51.4578,-.1333
51.4578,-.1188
51.4578,-.1043
51.4578,-.0898
51.4578,-.0753
51.4578,-.0608
51.4578,-.0463
51.4578,-.0318
51.4578,-.0173
51.4578,-.0028
51.4578,.0117
51.4578,.0262
51.4578,.0407
51.4578,.0552
51.4578,.0697
51.4578,.0842
51.4578,.0987
51.4578,.1132
51.4578,.1277
51.4578,.1422
51.4578,.1567
51.4578,.1712
51.4578,.1857
51.4578,.2002
51.4578,.2147
51.4578,.2292
51.4578,.2437
51.4578,.2582
51.4578,.2727
51.4578,.2872
51.4578,.3017
51.4578,.3162
51.4578,.3307
51.4668,-0.5103
51.4668,-.4958
51.4668,-.4813
51.4668,-.4668
51.4668,-.4523
51.4668,-.4378
51.4668,-.4233
51.4668,-.4088
51.4668,-.3943
51.4668,-.3798
51.4668,-.3653
51.4668,-.3508
51.4668,-.3363
51.4668,-.3218
51.4668,-.3073
51.4668,-.2928
51.4668,-.2783
51.4668,-.2638
51.4668,-.2493
51.4668,-.2348
51.4668,-.2203
51.4668,-.2058
51.4668,-.1913
51.4668,-.1768
51.4668,-.1623
51.4668,-.1478
51.4668,-.1333
51.4668,-.1188
51.4668,-.1043
51.4668,-.0898
51.4668,-.0753
51.4668,-.0608
51.4668,-.0463
51.4668,-.0318
51.4668,-.0173
51.4668,-.0028
51.4668,.0117
51.4668,.0262
51.4668,.0407
51.4668,.0552
51.4668,.0697
51.4668,.0842
51.4668,.0987
51.4668,.1132
51.4668,.1277
51.4668,.1422
51.4668,.1567
51.4668,.1712
51.4668,.1857
51.4668,.2002
51.4668,.2147
51.4668,.2292
51.4668,.2437
51.4668,.2582
51.4668,.2727
51.4668,.2872
51.4668,.3017
51.4668,.3162
51.4668,.3307
51.4758,-0.5103
51.4758,-.4958
51.4758,-.4813
51.4758,-.4668
51.4758,-.4523
51.4758,-.4378
51.4758,-.4233
51.4758,-.4088
51.4758,-.3943
51.4758,-.3798
51.4758,-.3653
51.4758,-.3508
51.4758,-.3363
51.4758,-.3218
51.4758,-.3073
51.4758,-.2928
51.4758,-.2783
51.4758,-.2638
51.4758,-.2493
51.4758,-.2348
51.4758,-.2203
51.4758,-.2058
51.4758,-.1913
51.4758,-.1768
51.4758,-.1623
51.4758,-.1478
51.4758,-.1333
51.4758,-.1188
51.4758,-.1043
51.4758,-.0898
51.4758,-.0753
51.4758,-.0608
51.4758,-.0463
51.4758,-.0318
51.4758,-.0173
51.4758,-.0028
51.4758,.0117
51.4758,.0262
51.4758,.0407
51.4758,.0552
51.4758,.0697
51.4758,.0842
51.4758,.0987
51.4758,.1132
51.4758,.1277
51.4758,.1422
51.4758,.1567
51.4758,.1712
51.4758,.1857
51.4758,.2002
51.4758,.2147
51.4758,.2292
51.4758,.2437
51.4758,.2582
51.4758,.2727
51.4758,.2872
51.4758,.3017
51.4758,.3162
51.4758,.3307
51.4848,-0.5103
51.4848,-.4958
51.4848,-.4813
51.4848,-.4668
51.4848,-.4523
51.4848,-.4378
51.4848,-.4233
51.4848,-.4088
51.4848,-.3943
51.4848,-.3798
51.4848,-.3653
51.4848,-.3508
51.4848,-.3363
51.4848,-.3218
51.4848,-.3073
51.4848,-.2928
51.4848,-.2783
51.4848,-.2638
51.4848,-.2493
51.4848,-.2348
51.4848,-.2203
51.4848,-.2058
51.4848,-.1913
51.4848,-.1768
51.4848,-.1623
51.4848,-.1478
51.4848,-.1333
51.4848,-.1188
51.4848,-.1043
51.4848,-.0898
51.4848,-.0753
51.4848,-.0608
51.4848,-.0463
51.4848,-.0318
51.4848,-.0173
51.4848,-.0028
51.4848,.0117
51.4848,.0262
51.4848,.0407
51.4848,.0552
51.4848,.0697
51.4848,.0842
51.4848,.0987
51.4848,.1132
51.4848,.1277
51.4848,.1422
51.4848,.1567
51.4848,.1712
51.4848,.1857
51.4848,.2002
51.4848,.2147
51.4848,.2292
51.4848,.2437
51.4848,.2582
51.4848,.2727
51.4848,.2872
51.4848,.3017
51.4848,.3162
51.4848,.3307
51.4938,-0.5103
51.4938,-.4958
51.4938,-.4813
51.4938,-.4668
51.4938,-.4523
51.4938,-.4378
51.4938,-.4233
51.4938,-.4088
51.4938,-.3943
51.4938,-.3798
51.4938,-.3653
51.4938,-.3508
51.4938,-.3363
51.4938,-.3218
51.4938,-.3073
51.4938,-.2928
51.4938,-.2783
51.4938,-.2638
51.4938,-.2493
51.4938,-.2348
51.4938,-.2203
51.4938,-.2058
51.4938,-.1913
51.4938,-.1768
51.4938,-.1623
51.4938,-.1478
51.4938,-.1333
51.4938,-.1188
51.4938,-.1043
51.4938,-.0898
51.4938,-.0753
51.4938,-.0608
51.4938,-.0463
51.4938,-.0318
51.4938,-.0173
51.4938,-.0028
51.4938,.0117
51.4938,.0262
51.4938,.0407
51.4938,.0552
51.4938,.0697
51.4938,.0842
51.4938,.0987
51.4938,.1132
51.4938,.1277
51.4938,.1422
51.4938,.1567
51.4938,.1712
51.4938,.1857
51.4938,.2002
51.4938,.2147
51.4938,.2292
51.4938,.2437
51.4938,.2582
51.4938,.2727
51.4938,.2872
51.4938,.3017
51.4938,.3162
51.4938,.3307
51.5028,-0.5103
51.5028,-.4958
51.5028,-.4813
51.5028,-.4668
51.5028,-.4523
51.5028,-.4378
51.5028,-.4233
51.5028,-.4088
51.5028,-.3943
51.5028,-.3798
51.5028,-.3653
51.5028,-.3508
51.5028,-.3363
51.5028,-.3218
51.5028,-.3073
51.5028,-.2928
51.5028,-.2783
51.5028,-.2638
51.5028,-.2493
51.5028,-.2348
51.5028,-.2203
51.5028,-.2058
51.5028,-.1913
51.5028,-.1768
51.5028,-.1623
51.5028,-.1478
51.5028,-.1333
51.5028,-.1188
51.5028,-.1043
51.5028,-.0898
51.5028,-.0753
51.5028,-.0608
51.5028,-.0463
51.5028,-.0318
